district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
Les Corts,Pedralbes,good condition,Flat,4,400,Yes,exterior, floor 1,1790000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,1,111,Yes,exterior, floor 1,1150000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,149,Yes,exterior, floor 6,1900000
Sant Martí,el Clot,good condition,Flat,4,90,Yes,interior, floor 7,345000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,76,Yes,exterior, floor 5,460000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,140,Yes,exterior, floor 1,2500000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,197,Yes,exterior, floor 4,1570000
Sants-Montjuïc,Hostafrancs,good condition,Penthouse,2,100,No,exterior, floor 2,385000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,128,Yes,exterior, floor 4,759000
Sant Andreu,Navas,good condition,Flat,3,65,Yes,exterior, floor 6,225000
Ciutat Vella,el Raval,good condition,Flat,2,95,Yes,exterior, floor 5,370000
Sants-Montjuïc,la Marina de Port,good condition,Flat,3,81,Yes,exterior, floor 2,230000
Eixample,la Sagrada Família,good condition,Penthouse,3,89,Yes,exterior, floor 3,475000
Ciutat Vella,la Barceloneta,good condition,Flat,1,33,No,exterior,ground floor,132000
Horta-Guinardó,Horta,good condition,Flat,3,118,Yes,exterior, floor 2,395000
Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Penthouse,4,131,Yes,exterior, floor 4,660000
Les Corts,Pedralbes,good condition,Flat,2,65,Yes,exterior, floor 5,450000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,332,Yes,exterior, floor 5,1395000
Eixample,la Dreta de l'Eixample,good condition,Flat,2,86,Yes,interior, floor 4,440000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,100,Yes,exterior, floor 4,640000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,123,Yes,exterior, floor 5,850000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,1,40,No,exterior, floor 2,179000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,135,Yes,exterior, floor 2,890000
Eixample,la Dreta de l'Eixample,good condition,Duplex,3,158,Yes,exterior, floor 10,1495000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,180,Yes,exterior, floor 8,795000
Horta-Guinardó,Sant Genís dels Agudells,good condition,Penthouse,1,66,Yes,exterior, floor 2,220000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,208,Yes,exterior, floor 1,1095000
Eixample,la Dreta de l'Eixample,good condition,Penthouse,3,227,Yes,exterior, floor 9,1995000
Eixample,la Sagrada Família,good condition,Flat,1,85,Yes,exterior,ground floor,240000
Les Corts,Pedralbes,good condition,House,4,190,No,exterior,Multiple,860000
Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,2,60,No,exterior, floor 1,160000
Sants-Montjuïc,Sants,good condition,Flat,3,60,Yes,exterior, floor 3,220000
Ciutat Vella,el Raval,good condition,Flat,2,96,No,exterior, floor 1,375000
Sants-Montjuïc,Sants,good condition,Flat,3,92,Yes,exterior, floor 6,375000
Eixample,la Sagrada Família,good condition,Penthouse,4,180,Yes,exterior, floor 9,695000
Les Corts,la Maternitat i Sant Ramon,good condition,Flat,4,78,Yes,interior,ground floor,255000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,64,Yes,exterior, floor 2,200000
Les Corts,les Corts,good condition,Flat,4,143,Yes,exterior, floor 3,1010000
Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Flat,3,207,Yes,interior,ground floor,755000
Ciutat Vella,el Barri Gòtic,good condition,Duplex,5,175,Yes,exterior, floor 3,990000
Sants-Montjuïc,Sants,good condition,Detached,4,480,No,exterior,Multiple,1450000
Les Corts,les Corts,good condition,Flat,2,72,Yes,exterior, floor 2,495000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,265,Yes,exterior, floor 1,2300000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,132,Yes,exterior, floor 6,780000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,105,Yes,exterior, floor 1,699000
Les Corts,les Corts,good condition,Flat,2,60,Yes,exterior,ground floor,358000
Sants-Montjuïc,Sants - Badal,good condition,Flat,3,72,Yes,exterior, floor 1,279000
Sarrià-Sant Gervasi,les Tres Torres,good condition,Detached,5,340,No,exterior,Multiple,2650000
Ciutat Vella,el Barri Gòtic,good condition,Flat,1,102,No,exterior, floor 2,386000
Nou Barris,Porta,good condition,Flat,3,72,No,exterior, floor 2,179500
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,115,Yes,exterior, floor 4,560000
Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,3,67,Yes,exterior, floor 3,205000
Sant Martí,Provençals del Poblenou,good condition,Flat,3,73,Yes,exterior, floor 1,218000
Sant Martí,el Camp de l'Arpa del Clot,good condition,Detached,4,170,No,exterior,Multiple,453000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,177,Yes,exterior, floor 4,997000
Eixample,la Dreta de l'Eixample,good condition,Penthouse,3,200,Yes,exterior, floor 5,2100000
Les Corts,les Corts,good condition,Flat,3,85,Yes,interior,mezzanine,320000
Ciutat Vella,el Raval,good condition,Flat,2,150,Yes,exterior,ground floor,495000
Les Corts,les Corts,good condition,Flat,3,55,Yes,exterior, floor 5,259000
Ciutat Vella,el Raval,good condition,Flat,3,60,Yes,exterior, floor 2,160000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,155,Yes,exterior, floor 6,1100000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,135,Yes,exterior, floor 1,639000
Eixample,Sant Antoni,good condition,Flat,4,112,Yes,exterior, floor 3,560000
Horta-Guinardó,el Carmel,good condition,Flat,3,69,Yes,exterior, floor 2,204000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,2,140,Yes,exterior, floor 5,1500000
Eixample,la Nova Esquerra de l'Eixample,good condition,Penthouse,1,108,Yes,exterior, floor 3,550000
Eixample,Sant Antoni,good condition,Penthouse,1,33,Yes,exterior, floor 5,230000
Sants-Montjuïc,Sants,good condition,Flat,3,77,No,exterior, floor 2,245000
Sarrià-Sant Gervasi,les Tres Torres,good condition,Detached,4,335,No,exterior,Multiple,1490000
Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,good condition,Detached,4,304,No,exterior,Multiple,675000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,4,185,Yes,exterior, floor 8,1190000
Gràcia,la Salut,good condition,Terraced,3,111,No,exterior,Multiple,430000
Gràcia,Vallcarca i els Penitents,good condition,Detached,5,222,No,exterior,Multiple,975000
Horta-Guinardó,Horta,good condition,Flat,3,63,Yes,exterior, floor 1,199900
Sarrià-Sant Gervasi,les Tres Torres,good condition,Flat,3,118,Yes,exterior, floor 2,795000
Sants-Montjuïc,la Bordeta,good condition,Flat,3,89,Yes,exterior, floor 2,235000
Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,2,84,Yes,exterior, floor 2,535000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,90,Yes,exterior, floor 6,329000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,117,Yes,interior, floor 3,595000
Eixample,Sant Antoni,good condition,Flat,2,58,Yes,exterior, floor 2,319000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,140,Yes,exterior, floor 2,685000
Horta-Guinardó,Sant Genís dels Agudells,good condition,Penthouse,3,66,Yes,exterior, floor 14,199900
Sant Andreu,el Congrés i els Indians,good condition,Flat,3,62,Yes,exterior, floor 2,220000
Nou Barris,la Guineueta,good condition,Penthouse,4,91,Yes,exterior, floor 12,353900
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,74,Yes,exterior, floor 4,279900
Les Corts,les Corts,good condition,Flat,3,94,Yes,exterior, floor 6,479000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,2,130,No,interior,ground floor,349000
Sants-Montjuïc,Hostafrancs,good condition,Flat,3,70,Yes,interior, floor 2,215000
Sants-Montjuïc,la Marina de Port,good condition,Penthouse,3,110,Yes,exterior, floor 10,360000
Eixample,la Sagrada Família,good condition,Flat,3,66,Yes,exterior, floor 6,270000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Penthouse,3,230,Yes,exterior, floor 8,1300000
Les Corts,Pedralbes,good condition,Flat,2,63,Yes,exterior, floor 6,450000
Eixample,la Sagrada Família,good condition,Flat,3,125,Yes,exterior, floor 3,460000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,99,Yes,exterior, floor 6,360000
Les Corts,Pedralbes,good condition,Duplex,6,496,Yes,exterior, floor 5,3300000
Ciutat Vella,el Barri Gòtic,good condition,Flat,3,65,Yes,exterior, floor 1,250000
Sants-Montjuïc,Hostafrancs,good condition,Flat,3,70,Yes,interior,mezzanine,219000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,180,Yes,exterior, floor 4,895000
Sarrià-Sant Gervasi,Sarrià,good condition,Flat,4,120,No,exterior, floor 2,760000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,94,No,exterior, floor 2,319000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,House,11,773,No,exterior,Multiple,5700000
Eixample,Sant Antoni,good condition,Flat,3,94,Yes,exterior, floor 4,448000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,144,Yes,exterior, floor 2,599000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,121,Yes,exterior, floor 2,485000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,150,Yes,exterior, floor 1,1100000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,157,Yes,exterior, floor 1,1100000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,110,Yes,exterior, floor 1,598000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,2,138,No,exterior,ground floor,349000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,131,Yes,exterior, floor 1,970000
Eixample,el Fort Pienc,good condition,Flat,4,150,Yes,exterior, floor 1,695000
Sants-Montjuïc,la Marina de Port,good condition,Flat,3,94,Yes,exterior, floor 1,239000
Eixample,la Dreta de l'Eixample,good condition,Flat,1,77,Yes,exterior, floor 4,690000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,180,Yes,exterior, floor 2,530000
Sants-Montjuïc,Hostafrancs,good condition,Flat,2,73,No,exterior, floor 1,375000
Sant Andreu,Navas,good condition,Flat,4,91,Yes,exterior, floor 2,330000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,109,Yes,exterior, floor 1,500000
Eixample,el Fort Pienc,good condition,Flat,3,100,Yes,exterior, floor 5,335000
Eixample,el Fort Pienc,good condition,Flat,3,85,Yes,exterior, floor 5,475000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,145,Yes,exterior, floor 2,850000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,6,149,Yes,exterior, floor 1,575000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,3,102,Yes,exterior, floor 7,695000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,House,7,488,No,exterior,Multiple,2600000
Sarrià-Sant Gervasi,Sarrià,good condition,House,5,310,No,exterior,Multiple,1590000
Sant Martí,el Poblenou,good condition,Penthouse,2,134,Yes,exterior, floor 14,1900000
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,4,130,Yes,interior, floor 19,1950000
Les Corts,Pedralbes,good condition,Flat,5,212,Yes,exterior, floor 3,1595000
Sarrià-Sant Gervasi,Sarrià,good condition,House,3,256,No,exterior,Multiple,2300000
Ciutat Vella,el Barri Gòtic,good condition,Flat,4,222,No,exterior, floor 5,1690000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,House,4,284,No,exterior,Multiple,1950000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,4,185,Yes,exterior, floor 5,1190000
Les Corts,la Maternitat i Sant Ramon,good condition,Flat,4,80,Yes,exterior, floor 1,290000
Gràcia,la Vila de Gràcia,good condition,Flat,2,192,Yes,exterior,ground floor,622000
Gràcia,la Vila de Gràcia,good condition,Flat,1,52,Yes,exterior, floor 1,315000
Sants-Montjuïc,la Marina de Port,good condition,Flat,3,86,Yes,exterior, floor 2,299000
Sants-Montjuïc,la Bordeta,good condition,Flat,3,106,Yes,exterior, floor 6,299000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,100,No,exterior, floor 1,495000
Sants-Montjuïc,la Marina de Port,good condition,Flat,3,93,Yes,exterior, floor 6,299000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,1,57,No,exterior, floor 2,268000
Sants-Montjuïc,Sants,good condition,Flat,3,78,Yes,exterior, floor 1,360000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,110,Yes,exterior, floor 4,445000
Sarrià-Sant Gervasi,Sarrià,good condition,Flat,4,235,Yes,exterior, floor 4,1336000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,100,Yes,exterior, floor 2,435000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,99,Yes,exterior, floor 6,635000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,5,277,Yes,exterior, floor 5,1900000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,5,185,Yes,exterior, floor 8,1475000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,5,250,Yes,exterior, floor 2,1100000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,270,Yes,exterior, floor 1,1045000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,90,Yes,exterior, floor 4,680000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,80,Yes,exterior, floor 5,415000
Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,4,77,Yes,interior, floor 3,180000
Sant Martí,Provençals del Poblenou,good condition,Flat,4,79,Yes,exterior, floor 4,195000
Horta-Guinardó,Horta,good condition,Flat,4,70,Yes,exterior, floor 3,198000
Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,good condition,Flat,4,124,Yes,exterior, floor 2,590000
Gràcia,Vallcarca i els Penitents,good condition,Penthouse,3,140,Yes,exterior, floor 3,595000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,6,325,Yes,exterior, floor 2,1500000
Sant Andreu,Navas,good condition,Flat,3,79,Yes,exterior, floor 2,199500
Ciutat Vella,el Raval,good condition,Flat,2,65,Yes,exterior, floor 1,195000
Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,3,65,Yes,exterior, floor 4,225000
Sant Martí,el Poblenou,good condition,Flat,2,65,Yes,exterior, floor 4,247000
Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,3,93,Yes,exterior, floor 6,385000
Ciutat Vella,el Barri Gòtic,good condition,Penthouse,3,200,Yes,exterior, floor 4,2500000
Ciutat Vella,el Raval,good condition,Flat,2,45,No,exterior, floor 2,162000
Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,3,96,Yes,exterior, floor 3,375000
Les Corts,Pedralbes,good condition,Flat,3,210,Yes,exterior, floor 2,1620000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,181,Yes,exterior, floor 1,1095000
Sarrià-Sant Gervasi,Sarrià,good condition,Flat,4,182,Yes,exterior, floor 2,1400000
Les Corts,les Corts,good condition,Penthouse,3,97,Yes,exterior, floor 6,398000
Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Penthouse,3,125,Yes,exterior, floor 4,625000
Sant Martí,Provençals del Poblenou,good condition,Flat,3,73,Yes,exterior, floor 1,218000
Sant Martí,el Clot,good condition,Flat,3,58,Yes,exterior, floor 3,245000
Sant Andreu,la Sagrera,good condition,Flat,2,65,Yes,exterior,ground floor,155000
Ciutat Vella,el Barri Gòtic,good condition,Flat,3,95,Yes,exterior, floor 4,375000
Sant Andreu,Sant Andreu,good condition,Flat,2,73,Yes,exterior, floor 1,270000
Sant Martí,el Besòs i el Maresme,good condition,Flat,3,90,Yes,exterior, floor 7,359000
Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,2,71,Yes,exterior,mezzanine,292000
Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,1,51,Yes,exterior, floor 1,269000
Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,1,51,Yes,exterior, floor 2,295000
Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,1,64,Yes,exterior, floor 1,400000
Eixample,Sant Antoni,good condition,Flat,3,135,Yes,exterior, floor 1,745000
Sant Martí,el Poblenou,good condition,Flat,4,139,Yes,exterior, floor 4,990000
Eixample,el Fort Pienc,good condition,Penthouse,5,175,Yes,exterior, floor 8,699000
Sant Martí,el Clot,good condition,Flat,3,78,Yes,exterior, floor 5,238000
Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,House,4,178,No,exterior,Multiple,995000
Sant Andreu,Sant Andreu,good condition,House,3,75,No,exterior,Multiple,298000
Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,3,67,Yes,interior, floor 1,230000
Sant Martí,el Besòs i el Maresme,good condition,Flat,4,91,Yes,exterior, floor 5,249000
Sarrià-Sant Gervasi,Sarrià,good condition,Flat,4,143,Yes,exterior, floor 1,700000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,100,Yes,exterior, floor 2,350000
Sarrià-Sant Gervasi,Sarrià,good condition,Flat,2,60,Yes,exterior, floor 2,350000
Les Corts,Pedralbes,good condition,Flat,2,70,Yes,exterior, floor 6,440000
Gràcia,la Vila de Gràcia,good condition,Flat,3,190,Yes,exterior, floor 3,1080000
Sants-Montjuïc,Sants - Badal,good condition,Flat,2,62,No,exterior,ground floor,244000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,5,350,Yes,exterior, floor 1,1595000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,4,113,Yes,exterior, floor 4,535000
Ciutat Vella,el Raval,good condition,Flat,1,38,No,exterior, floor 4,139000
Sant Martí,la Verneda i la Pau,good condition,Flat,3,76,Yes,exterior, floor 2,135000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,4,325,Yes,exterior, floor 8,1886000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,5,665,Yes,exterior, floor 6,6250000
Sarrià-Sant Gervasi,Sarrià,good condition,Flat,5,331,Yes,exterior, floor 1,1290000
Ciutat Vella,el Barri Gòtic,good condition,Flat,2,86,Yes,exterior, floor 3,470000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,85,Yes,exterior, floor 3,485000
Les Corts,Pedralbes,good condition,Penthouse,5,371,Yes,exterior, floor 7,2000000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,72,Yes,exterior, floor 1,415000
Ciutat Vella,el Raval,good condition,Flat,3,85,Yes,exterior, floor 3,485000
Sarrià-Sant Gervasi,Sarrià,good condition,Detached,8,520,No,exterior,Multiple,3900000
Eixample,la Sagrada Família,good condition,Flat,4,95,Yes,exterior, floor 2,485000
Eixample,la Dreta de l'Eixample,good condition,Flat,4,140,Yes,exterior, floor 1,795000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,318,Yes,exterior, floor 4,2500000
Gràcia,la Vila de Gràcia,good condition,Flat,3,69,Yes,exterior, floor 2,240000
Ciutat Vella,el Raval,good condition,Flat,2,56,No,interior, floor 3,200000
Sant Andreu,la Sagrera,good condition,Flat,3,65,No,exterior, floor 2,195000
Sants-Montjuïc,la Marina de Port,good condition,Flat,4,110,Yes,exterior, floor 1,279000
Sants-Montjuïc,Sants - Badal,good condition,Flat,2,70,Yes,exterior, floor 1,239000
Horta-Guinardó,la Font d'en Fargues,good condition,Flat,4,275,Yes,exterior, floor 1,450000
Sarrià-Sant Gervasi,Sarrià,good condition,Flat,4,196,Yes,exterior, floor 4,1150000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,94,Yes,exterior, floor 4,389000
